Stock,avg_returns,avg_volatility,Avg_Annual_Returns,Avg_Annual_Volatility,Sharpe_Ratio
Federal Realty,0.022789284379686515,0.13817250546935778,0.06518415923418984,0.2770013329591228,0.1256405356571519
FedEx,0.06397240629860995,0.24429003813809394,0.19169801739131043,0.6768550742456266,0.2396462416780606
Fidelity National Information Services,0.05050898299737926,0.1576650468420796,0.12842035632249527,0.32245859792810727,0.2859211164482537
Fifth Third Bank,0.0602234332509188,0.2231278893296143,0.17384569567619373,0.508175463452388,0.2455731403013844
First Solar,0.10679063986002642,0.4396004632470946,0.4181794050955713,1.1212376562679325,0.23057624264519172
FirstEnergy,0.00788291281686383,0.12850470640803363,0.03233675277823697,0.2549604380330929,0.01909421145749402
Fiserv,0.0996371054632713,0.11394065714644153,0.2221805634708244,0.2463801284603649,0.8268153883188996
FMC Corporation,0.05194150806685251,0.20536708390884179,0.14874464129728315,0.4246290840146936,0.22648367207703404
Ford Motor Company,0.02851899059323228,0.24511796259902402,0.11791712823697255,0.5644351456176119,0.09419861999904926
Fortinet,0.17390320552330193,0.299116025193632,0.4674938154319819,0.7879793820329849,0.5632395945179302
Fortive,0.04980977528340446,0.13618349409972474,0.12063673703702155,0.2884963875974527,0.32588794110011393
Fox Corporation (Class A),0.0008879492122849923,0.16915390378040954,0.030366334259071655,0.35853143902525436,-0.026846956917033336
Fox Corporation (Class B),-0.008017884710087372,0.15605100762021773,0.008360506115366427,0.3237994173561505,-0.08617119296172257
Franklin Templeton,0.0030091810885789104,0.1703411781323284,0.03503532375607777,0.3547575498212356,-0.014206991623403888
Freeport-McMoRan,0.07424715523323698,0.41307142053697155,0.32458666715795215,1.2152466349856088,0.16660058051063314
Garmin,0.07061795057432467,0.18827856174257002,0.18166158211241662,0.4062480612357147,0.34623556283604096
Gartner,0.12620795902066564,0.1823792416904922,0.3015971427102152,0.43397885190755026,0.6622395242009411
GE Aerospace,0.05709034749215425,0.2858687428966708,0.19913781672205855,0.6962522357498075,0.18071626225817164
GE HealthCare,0.07163467358918005,0.18876150961243512,0.1839012650050244,0.4171535829807078,0.3507359998639943
GE Vernova,,,,,
Gen Digital,0.02709037352629135,0.17960514238433195,0.08716351465884753,0.382255597964332,0.12060432379220862
Generac,0.13436070311301437,0.33212855182777773,0.3970521256501129,0.8121599367609805,0.38819753864595474
General Dynamics,0.06019899684145982,0.13929871740312477,0.14342055487411307,0.29211727046229213,0.39318222797079083
General Mills,0.028328637912991454,0.1108682720653397,0.06974808315510499,0.229016664429784,0.20654620755765127
General Motors,0.03664849496296559,0.2494005679767801,0.13682196502865024,0.6001164533373666,0.12517725375207064
Genuine Parts Company,0.0553334625550795,0.13300927821073966,0.13141517920390697,0.28815184941889627,0.3751937191673626
Gilead Sciences,0.06052115309959278,0.19400907213219248,0.1623339855564881,0.43892692900988267,0.28396577394395756
Global Payments,0.07608024499961061,0.17481533162971424,0.18850044631297966,0.37927559807863204,0.4041466361190488
Globe Life,0.06301668591171897,0.1356942818523103,0.14841220242830588,0.2787731230625461,0.42439127387085873
GoDaddy,0.10764082817706519,0.18970019226410845,0.2628381206151216,0.4504309287944112,0.5388060506303353
Goldman Sachs,0.05608795127370879,0.20873425882868454,0.15887942283097503,0.47715947863409464,0.2426948732735843
Halliburton,0.04986988549139839,0.297615794344338,0.19077687379213107,0.7035401758510539,0.149322279114513
Hartford (The),0.06715540535346962,0.19430192350386566,0.17656321378953327,0.42720881849205433,0.3176818194124358
Hasbro,0.030819379232421396,0.17942100739997943,0.09477138130175522,0.37050345097465665,0.1415116480557597
HCA Healthcare,0.11791151406921646,0.20967319686742825,0.29367541722014223,0.46366951136977835,0.5364648365661677
Healthpeak,-0.004065087063471828,0.1443870716860204,0.012728078117360214,0.2843063713992982,-0.06575591382269662
Henry Schein,0.04987145785832306,0.12243063471431306,0.11721509689889664,0.25399577214437885,0.3629993521033488
Hershey's,0.0623929473661542,0.12515319776092784,0.1443376653434724,0.26540745065604393,0.45515201853286025
Hess Corporation,0.06227444051572515,0.24920942490152284,0.19051475076623078,0.5775368391130767,0.22810222269387428
Hewlett Packard Enterprise,0.06666498143373248,0.21572873472835621,0.18429065202890207,0.49317748833930986,0.28385539242796926
Hilton Worldwide,0.09329452031357939,0.17799629382591814,0.22696312017604944,0.3805267946303753,0.49363557884012316
Hologic,0.0683272943006791,0.16656023570225562,0.16905766974838582,0.38856116045223865,0.37762961403159007
Home Depot (The),0.09864245712832595,0.13909009569312802,0.22635582905926363,0.3107923906729336,0.6701644706216537
Honeywell,0.06732197107774605,0.13419803564958402,0.1571802067602843,0.2946837553442576,0.4612046219509045
Hormel Foods,0.05052929556002486,0.1320941381955105,0.12105572475006184,0.28682260876717314,0.34142377093105586
Host Hotels & Resorts,0.027334231526435576,0.1726708053799529,0.08522239362225814,0.36635447352736,0.12685997901503446
Howmet Aerospace,0.12587116626667344,0.3073063001751058,0.3619709849804129,0.7175551594372006,0.3919280191086838
HP Inc.,0.03830183506791636,0.24021184495447703,0.13575610356408419,0.5440461433272769,0.13684844847980104
Hubbell Incorporated,0.08908902965382202,0.15608284923019927,0.2104698767719375,0.3484363910221847,0.5359961923235425
Humana,0.08741578236017007,0.16482689396351216,0.20963330112041678,0.35620530356711866,0.49741012288257913
Huntington Bancshares,0.05158705087728847,0.1985738307037844,0.14525573404117023,0.4341794618557215,0.2324467123098268
Huntington Ingalls Industries,0.10056950361881462,0.1945708960769608,0.24909933794254768,0.4336962025454603,0.4889749122692896
IBM,0.020818169504509727,0.11914509270733548,0.056261271455301486,0.24653613364034985,0.12916144824264858
IDEX Corporation,0.08062930509718566,0.13728982438252432,0.18660285744016072,0.297528245302046,0.547746991854498
Idexx Laboratories,0.12726592146903123,0.20447895229524146,0.31252826838592973,0.4603862682374606,0.5958398325207035
Illinois Tool Works,0.06934417719993093,0.12405741678843865,0.1588828570642435,0.2626936104253168,0.5152046695402555
Incyte,0.09934513311560078,0.32830883115610315,0.31631591040815593,0.9131969470318821,0.2860596713328138
Ingersoll Rand,0.12862078923036172,0.23146511096821507,0.3273291308639887,0.5381768719521199,0.5322252322850195
Insulet Corporation,0.12342827088615026,0.25124589219173143,0.32519771611560416,0.5774141956259975,0.46965565517257035
Intel,0.035909525956423674,0.1808790885326816,0.10581653278489275,0.3772606992865714,0.1685120675046457
Intercontinental Exchange,0.07315864801992268,0.11399990122500528,0.164661783886277,0.2401588488539802,0.5941183326713352
International Flavors & Fragrances,0.034541717886431095,0.14382962667241148,0.0909576738601772,0.2958053097637446,0.2024096271438743
International Paper,0.03355904328166062,0.1755044193902162,0.09903738132838501,0.37455211199777944,0.16027987557219953
Interpublic Group of Companies (The),0.06832418787817697,0.19726471250848793,0.18021892606717702,0.44277583864982634,0.31883538773334874
Intuit,0.12120253528686442,0.15186995225198666,0.28015308107842196,0.33423282448151836,0.762318791773534
Intuitive Surgical,0.10667785581501606,0.1982839712286827,0.2640412845759069,0.43262839857734586,0.5106244262115339
Invesco,0.024218499161926917,0.28364009522145994,0.12945247258796175,0.7376154719373539,0.06624339329681514
Invitation Homes,0.044934864428553704,0.1462707727462862,0.1132717980208098,0.3141759006756131,0.2700857246283407
IQVIA,0.09028537897943184,0.14469187265108716,0.209650168607538,0.3200086330174085,0.5864611511707366
Iron Mountain,0.06101755621242111,0.18529403197484748,0.16008241757418604,0.41426289841089897,0.30000070072705437
