Date,3M,1Y
2018-12-11,,
2018-12-12,1.65,1.99
2018-12-19,1.64,1.89
2018-12-25,,
2018-12-26,1.67,1.92
2019-01-02,1.65,1.87
2019-01-08,,
2019-01-09,1.63,1.88
2019-01-16,1.6,1.89
2019-01-22,,
2019-01-23,1.63,1.89
2019-01-30,1.66,1.83
2019-02-05,,
2019-02-06,1.65,1.83
2019-02-13,1.67,1.83
2019-02-19,,
2019-02-20,1.67,1.81
2019-02-27,1.67,1.77
2019-03-05,,
2019-03-06,1.66,1.72
2019-03-13,1.65,1.68
2019-03-19,,
2019-03-20,1.67,1.67
2019-03-27,1.66,1.62
2019-04-02,,
2019-04-03,1.67,1.71
2019-04-10,1.67,1.72
2019-04-16,,
2019-04-17,1.68,1.75
2019-04-24,1.68,1.67
2019-04-30,,
2019-05-01,1.68,1.71
2019-05-08,1.67,1.72
2019-05-14,,
2019-05-15,1.67,1.73
2019-05-22,1.68,1.75
2019-05-28,,
2019-05-29,1.69,1.7
2019-06-05,1.67,1.61
2019-06-11,,
2019-06-12,1.67,1.69
2019-06-19,1.66,1.67
2019-06-25,,
2019-06-26,1.66,1.68
2019-07-03,1.66,1.68
2019-07-09,,
2019-07-10,1.66,1.71
2019-07-17,1.65,1.71
2019-07-23,,
2019-07-24,1.65,1.66
2019-07-31,1.65,1.69
2019-08-06,,
2019-08-07,1.64,1.56
2019-08-14,1.64,1.55
2019-08-20,,
2019-08-21,1.64,1.58
2019-08-28,1.62,1.52
2019-09-03,,
2019-09-04,1.62,1.54
2019-09-11,1.62,1.7
2019-09-17,,
2019-09-18,1.63,1.71
2019-09-25,1.64,1.7
2019-10-01,,
2019-10-02,1.63,1.69
2019-10-09,1.63,1.65
2019-10-15,,
2019-10-16,1.7,1.73
2019-10-23,1.65,1.72
2019-10-29,,
2019-10-30,1.66,1.73
2019-11-06,1.67,1.7
2019-11-12,,
2019-11-13,1.66,1.69
2019-11-20,1.66,1.66
2019-11-26,,
2019-11-27,1.66,1.71
2019-12-04,1.66,1.72
2019-12-10,,
2019-12-11,1.65,1.74
2019-12-18,1.66,1.77
2019-12-24,,
2019-12-25,1.66,1.75
2020-01-01,1.66,1.74
2020-01-07,,
2020-01-08,1.65,1.72
2020-01-15,1.64,1.71
2020-01-21,,
2020-01-22,1.64,1.67
2020-01-29,1.64,1.62
2020-02-04,,
2020-02-05,1.64,1.64
2020-02-12,1.64,1.64
2020-02-18,,
2020-02-19,1.64,1.63
2020-02-26,1.61,1.51
2020-03-03,,
2020-03-04,1.14,1.04
2020-03-11,0.64,0.55
2020-03-17,,
2020-03-18,0.42,0.37
2020-03-25,0.49,0.44
2020-03-31,,
2020-04-01,0.2,0.35
2020-04-07,,
2020-04-08,0.22,0.48
2020-04-14,,
2020-04-15,0.3,0.42
2020-04-21,,
2020-04-22,0.25,0.36
2020-04-28,,
2020-04-29,0.26,0.32
2020-05-05,,
2020-05-06,0.22,0.35
2020-05-12,,
2020-05-13,0.27,0.3
2020-05-19,,
2020-05-20,0.23,0.31
2020-05-26,,
2020-05-27,0.22,0.29
2020-06-02,,
2020-06-03,0.19,0.27
2020-06-09,,
2020-06-10,0.18,0.28
2020-06-16,,
2020-06-17,0.19,0.26
2020-06-23,,
2020-06-24,0.21,0.28
2020-06-30,,
2020-07-01,0.2,0.28
2020-07-07,,
2020-07-08,0.19,0.28
2020-07-14,,
2020-07-15,0.18,0.27
2020-07-21,,
2020-07-22,0.17,0.24
2020-07-28,,
2020-07-29,0.16,0.23
2020-08-04,,
2020-08-05,0.17,0.22
2020-08-11,,
2020-08-12,0.16,0.21
2020-08-18,,
2020-08-19,0.16,0.21
2020-08-25,,
2020-08-26,0.14,0.22
2020-09-01,,
2020-09-02,0.15,0.22
2020-09-08,,
2020-09-09,0.15,0.22
2020-09-15,,
2020-09-16,0.15,0.22
2020-09-22,,
2020-09-23,0.14,0.22
2020-09-29,,
2020-09-30,0.12,0.21
2020-10-06,,
2020-10-07,0.11,0.16
2020-10-13,,
2020-10-14,0.1,0.17
2020-10-20,,
2020-10-21,0.1,0.15
2020-10-27,,
2020-10-28,0.09,0.17
2020-11-03,,
2020-11-04,0.1,0.19
2020-11-10,,
2020-11-11,0.1,0.18
2020-11-18,0.11,0.2
2020-11-24,,
2020-11-25,0.12,0.19
2020-12-02,0.12,0.21
2020-12-08,,
2020-12-09,0.13,0.22
2020-12-16,0.12,0.2
2020-12-22,,
2020-12-23,0.09,0.16
2020-12-30,0.07,0.15
2021-01-05,,
2021-01-06,0.06,0.15
2021-01-13,0.06,0.13
2021-01-19,,
2021-01-20,0.05,0.12
2021-01-27,0.06,0.12
2021-02-02,,
2021-02-03,0.06,0.13
2021-02-10,0.08,0.12
2021-02-16,,
2021-02-17,0.08,0.15
2021-02-24,0.11,0.14
2021-03-02,,
2021-03-03,0.12,0.18
2021-03-10,0.11,0.17
2021-03-16,,
2021-03-17,0.11,0.18
2021-03-24,0.1,0.15
2021-03-30,,
2021-03-31,0.09,0.16
2021-04-07,0.09,0.16
2021-04-13,,
2021-04-14,0.09,0.17
2021-04-21,0.09,0.22
2021-04-27,,
2021-04-28,0.1,0.2
2021-05-05,0.1,0.18
2021-05-11,,
2021-05-12,0.1,0.18
2021-05-19,0.09,0.2
2021-05-25,,
2021-05-26,0.1,0.2
2021-06-02,0.12,0.2
2021-06-08,,
2021-06-09,0.11,0.21
2021-06-16,0.12,0.22
2021-06-22,,
2021-06-23,0.14,0.23
2021-06-30,0.15,0.23
2021-07-06,,
2021-07-07,0.16,0.25
2021-07-14,0.17,0.28
2021-07-20,,
2021-07-21,0.17,0.28
2021-07-28,0.17,0.28
2021-08-03,,
2021-08-04,0.17,0.27
2021-08-11,0.17,0.26
2021-08-17,,
2021-08-18,0.19,0.26
2021-08-25,0.18,0.27
2021-08-31,,
2021-09-01,0.12,0.25
2021-09-08,0.15,0.27
2021-09-14,,
2021-09-15,0.15,0.28
2021-09-22,0.12,0.26
2021-09-28,,
2021-09-29,0.12,0.29
2021-10-06,0.12,0.29
2021-10-12,,
2021-10-13,0.11,0.41
2021-10-20,0.12,0.48
2021-10-26,,
2021-10-27,0.13,0.71
2021-11-03,0.14,0.72
2021-11-09,,
2021-11-10,0.13,0.66
2021-11-17,0.11,0.71
2021-11-23,,
2021-11-24,0.09,0.75
2021-12-01,0.04,0.68
2021-12-07,,
2021-12-08,0.03,0.81
2021-12-15,0.04,0.7
2021-12-21,,
2021-12-22,0.12,0.76
2021-12-29,0.16,0.75
2022-01-04,,
2022-01-05,0.2,0.82
2022-01-12,0.23,0.92
2022-01-18,,
2022-01-19,0.47,1.05
2022-01-26,0.32,0.97
2022-02-01,,
2022-02-02,0.29,1.05
2022-02-09,0.3,1.12
2022-02-15,,
2022-02-16,0.34,1.26
2022-02-23,0.37,1.28
2022-03-01,,
2022-03-02,0.59,1.25
2022-03-09,0.55,1.27
2022-03-15,,
2022-03-16,0.58,1.6
2022-03-23,0.53,1.68
2022-03-29,,
2022-03-30,0.58,1.96
2022-04-06,0.81,1.99
2022-04-12,,
2022-04-13,0.97,2.02
2022-04-20,1.09,2.23
2022-04-26,,
2022-04-27,1.32,2.28
2022-05-04,1.41,2.4
2022-05-10,,
2022-05-11,1.34,2.47
2022-05-18,1.35,2.52
2022-05-24,,
2022-05-25,1.37,2.36
2022-06-01,1.5,2.55
2022-06-07,,
2022-06-08,1.66,2.91
2022-06-15,1.96,3.15
2022-06-21,,
2022-06-22,1.96,3.16
2022-06-29,2.09,3.1
2022-07-05,,
2022-07-06,2.1,3.15
2022-07-13,2.5,3.25
2022-07-19,,
2022-07-20,2.53,3.34
2022-07-27,2.65,3.24
2022-08-02,,
2022-08-03,2.59,3.35
2022-08-10,2.82,3.36
2022-08-16,,
2022-08-17,2.81,3.56
2022-08-24,3.1,3.58
2022-08-30,,
2022-08-31,3.22,3.74
2022-09-07,3.29,3.72
2022-09-13,,
2022-09-14,3.34,3.88
2022-09-21,3.5,3.91
2022-09-27,,
2022-09-28,3.55,3.98
2022-10-05,3.6,3.95
2022-10-11,,
2022-10-12,3.7,4.16
2022-10-19,3.88,4.31
2022-10-25,,
2022-10-26,3.86,4.2
2022-11-02,3.92,4.25
2022-11-08,,
2022-11-09,3.95,4.45
2022-11-16,4,4.27
2022-11-22,,
2022-11-23,4.01,4.39
2022-11-30,4.06,4.38
2022-12-06,,
2022-12-07,4.13,4.32
2022-12-14,4.12,4.3
2022-12-20,,
2022-12-21,4.17,4.39
2022-12-28,4.25,4.51
2023-01-03,,
2023-01-04,4.23,4.49
2023-01-11,4.31,4.51
2023-01-17,,
2023-01-18,4.39,4.38
2023-01-25,4.37,4.37
2023-01-31,,
2023-02-01,4.36,4.48
2023-02-08,4.46,4.63
2023-02-14,,
2023-02-15,4.48,4.73
2023-02-22,4.5,4.64
2023-02-28,,
2023-03-01,4.48,4.63
2023-03-08,4.48,4.59
2023-03-14,,
2023-03-15,4.34,4.01
2023-03-22,4.34,4.2
2023-03-28,,
2023-03-29,4.3,4.3
2023-04-05,4.36,4.2
2023-04-11,,
2023-04-12,4.34,4.4
2023-04-19,4.39,4.51
2023-04-25,,
2023-04-26,4.38,4.4
2023-05-03,4.42,4.41
2023-05-09,,
2023-05-10,4.41,4.4
2023-05-17,4.47,4.64
2023-05-23,,
2023-05-24,4.5,4.63
2023-05-31,4.59,4.71
2023-06-06,,
2023-06-07,4.8,5.02
2023-06-14,4.83,5.01
2023-06-20,,
2023-06-21,4.81,5.09
2023-06-28,4.89,5.01
2023-07-04,,
2023-07-05,4.85,5.06
2023-07-12,4.91,5.1
2023-07-18,,
2023-07-19,4.98,5.13
2023-07-26,5,5.17
2023-08-01,,
2023-08-02,5.02,5.24
2023-08-09,5.01,5.08
2023-08-15,,
2023-08-16,5.06,5.23
2023-08-23,5.1,5.2
2023-08-29,,
2023-08-30,5.08,5.14
2023-09-06,5.02,5.08
2023-09-12,,
2023-09-13,4.98,5.14
2023-09-20,5.08,5.24
2023-09-26,,
2023-09-27,5.07,5.26
2023-10-04,5.1,5.23
2023-10-10,,
2023-10-11,5.03,5.22
2023-10-18,5.11,5.16
2023-10-24,,
2023-10-25,5.08,5.12
2023-11-01,5.03,5.01
2023-11-07,,
2023-11-08,4.98,4.96
2023-11-15,4.98,4.9
2023-11-21,,
2023-11-22,4.99,4.87
2023-11-29,5,4.78
2023-12-05,,
2023-12-06,4.93,4.69
2023-12-13,4.98,4.63
2023-12-19,,
2023-12-20,4.99,4.64
2023-12-27,4.89,4.58
2024-01-02,,
2024-01-03,4.94,4.68
2024-01-10,4.92,4.7
2024-01-16,,
2024-01-17,4.97,4.74
2024-01-24,4.97,4.82
2024-01-30,,
2024-01-31,4.94,4.83
2024-02-07,4.96,4.71
2024-02-13,,
2024-02-14,4.96,4.79
2024-02-21,4.89,4.7
2024-02-27,,
2024-02-28,4.93,4.76
2024-03-06,4.82,4.65
2024-03-12,,
2024-03-13,4.86,4.68
2024-03-20,4.95,4.69
2024-03-26,,
2024-03-27,4.99,4.71
2024-04-03,4.98,4.71
2024-04-09,,
2024-04-10,4.92,4.75
2024-04-17,4.89,4.71
2024-04-23,,
2024-04-24,4.91,4.75
2024-05-01,4.93,4.76
