Name,avg_returns,avg_volatility,avg_annual_returns,avg_annual_volatility,sharpe_ratio
Fortive,0.11194074672178159,0.22520166199245503,0.06846766428148345,0.14406626109024295,0.33601053955893834
Fox Corporation (Class A),0.02722907830708947,0.2653148540043545,0.011130627538538612,0.16962706920695853,-0.03407851585606758
Fox Corporation (Class B),-0.004700059779265117,0.22892587857907337,-0.0085661905802562,0.1483774374315017,-0.17896917028207687
Franklin Templeton,-0.001497905391030266,0.2784483312067111,-0.009310666750718413,0.1826290865039051,-0.13563924047768577
Freeport-McMoRan,0.2161906721958994,0.9051544496124182,0.08652110139709415,0.5008084711887348,0.19877277022370382
Garmin,0.20079440289604977,0.3210435138564096,0.12029831688485218,0.20467856720608407,0.5124656971064296
Gartner,0.3838871885994206,0.369843620094903,0.23333847301260632,0.2086409355171891,0.9399015014618719
GE Aerospace,0.10356628439925294,0.4975521074858527,0.04633376760917997,0.3048362462848711,0.1352535113823014
GE HealthCare,,,,,
GE Vernova,,,,,
Gen Digital,0.05263807884527123,0.26115862209650437,0.027926812879909328,0.1688542742674934,0.0626725012858122
Generac,0.5429892049407827,0.9803324087973918,0.28088180113349753,0.5377064359199152,0.516884462481726
General Dynamics,0.18953397558579385,0.28511006520068527,0.11561614583658959,0.1779907541337236,0.5375585765861568
General Mills,0.10119705661013195,0.1804878804927216,0.06306723379770166,0.1180928466334494,0.35972743248333
General Motors,0.0958605839358342,0.39424170971056766,0.04936467892114364,0.24262643847547494,0.15115084909066326
Genuine Parts Company,0.1698216914469991,0.19967275372035628,0.10668580154153995,0.1255317829817646,0.6688497764092122
Gilead Sciences,0.2734187137704232,0.5658339357160459,0.15304163849126032,0.325195773607709,0.4191125417463558
Global Payments,0.2702492402114216,0.3663922255521821,0.16118058968359608,0.2314665381962637,0.6386015016903543
Globe Life,0.20644013227467645,0.187985087893407,0.1302234639312355,0.1175964094068946,0.9052288105162914
Goldman Sachs,0.1532718280622743,0.35767512143663144,0.08856060154646302,0.2223477951296481,0.3271158833362584
Halliburton,0.12553777054673582,0.5424452432863873,0.055828754404246936,0.33612552454856004,0.16456436273601824
Hartford (The),0.18455817890717882,0.3354555262067649,0.10996050060205621,0.2075232522351071,0.44204835680558036
Hasbro,0.07497902422430945,0.28726232594579154,0.040712142158933345,0.18933636820748717,0.13474934219354223
HCA Healthcare,0.4002263950855107,0.38649151843565,0.24135830626508814,0.226748096850122,0.9416915066920969
Healthpeak,-0.022203800679938896,0.22967263064391633,-0.020808431010884827,0.1531013542845439,-0.2545989710751585
Henry Schein,0.16311657951714428,0.19797026108756824,0.10238101624455662,0.12594464749675593,0.6407324213959054
Hershey's,0.21334119787529035,0.21856104391942896,0.13344487130383323,0.1371235287214329,0.8101653429805135
Hess Corporation,0.17668354374205364,0.4517492573409155,0.0972468382987226,0.27819763640457645,0.3108204976415999
Hewlett Packard Enterprise,0.12804081531776487,0.30870443174240075,0.07462429359597066,0.19711123632672412,0.2972752935021537
Hilton Worldwide,0.2444107055321008,0.298870966345205,0.1498433358292338,0.18183452257447913,0.6964212459686219
Hologic,0.20828664836739125,0.23612732433743922,0.12992357331777507,0.1440457546624086,0.7284884715647884
Home Depot (The),0.3301897362279973,0.26061943484986266,0.2044089171564305,0.15704960059232595,1.1277713100375293
Honeywell,0.20126705496046798,0.19111978693676177,0.12687290877076196,0.11956321406486686,0.8633142744604217
Hormel Foods,0.173564731609025,0.2426472589610588,0.10711557843772848,0.15521966525253614,0.565817711812403
Host Hotels & Resorts,0.047287169456166046,0.2553718761120315,0.024466183020869146,0.16726980533827895,0.04313926364078545
Howmet Aerospace,0.260254470480686,0.4604259826366648,0.15056429270523003,0.2758702441950448,0.486470929446462
HP Inc.,0.1431140615721997,0.47723620341999723,0.07231858203415012,0.3012206429056634,0.22387959262186102
Hubbell Incorporated,0.24694238402845656,0.2528782640237188,0.1532096925395552,0.15640673510861366,0.833095600666451
Humana,0.31389522283843313,0.2985741894707398,0.1927213688198346,0.18146552857384973,0.9298345867217471
Huntington Bancshares,0.12240991009040023,0.2874367983918716,0.07225956688129538,0.18302106556796352,0.2996808195965108
Huntington Ingalls Industries,0.34151735695023894,0.4338046546082382,0.20298410547716234,0.25606967772867667,0.7036502235315457
IBM,0.026953327158086526,0.18760352952825132,0.014270604520218172,0.1218818812196095,-0.04966477779746408
IDEX Corporation,0.2562822074510421,0.24052283114462983,0.15969453424490224,0.1466088875839402,0.9147222807826457
Idexx Laboratories,0.43275047927926785,0.424954976185518,0.25866559604696476,0.24901727135729987,0.9329926385896792
Illinois Tool Works,0.2196363500622739,0.1963962571161241,0.13821307804972383,0.12282795789437993,0.9336518831299687
Illumina,0.32603478650162737,0.7544879509775557,0.16808714365751687,0.43498133234867226,0.38405407450187373
Incyte,0.32513232567589134,0.6670349462744265,0.17762027634392477,0.37792518284231763,0.433053339293745
Ingersoll Rand,0.306818893229357,0.3458979611457145,0.18672562755955135,0.20413818361178906,0.7821621080595427
Insulet,0.4597464761638685,0.5249950047397892,0.268144133708025,0.30832063394377984,0.8066283632691605
Intel,0.09661035241775133,0.2646785119171591,0.05592936607884803,0.17608868461681823,0.22797369236573978
Intercontinental Exchange,0.22233104974348367,0.1813869376168099,0.14030832580766214,0.11455645716077574,1.0257653468433305
International Flavors & Fragrances,0.09110889410040181,0.2497137870113089,0.053224604429970575,0.16575826791904524,0.21960453201485108
International Paper,0.0870685494572103,0.3030990732786598,0.04815940192526566,0.1955635414228525,0.16759515013225115
Interpublic Group of Companies (The),0.19571439605467653,0.33150085437709054,0.11787857221044232,0.19975145368103175,0.4809754761813618
Intuit,0.3643173281078279,0.29100478330169954,0.2239306352785383,0.1741026298604761,1.1272897634868013
Intuitive Surgical,0.3448364678696122,0.3954514073486672,0.2065871577078292,0.23870374986764029,0.7802876595440318
Invesco,0.04905008722806612,0.4625049354746226,0.01311135347698524,0.28552063257541327,0.0276309969510373
Invitation Homes,0.13293620440850637,0.24546768333363894,0.08128486158422736,0.1547739533370558,0.39380169450245583
IQVIA,0.29375738851759997,0.276254735722764,0.18134211156584384,0.1682954981863271,0.9320628407611236
Iron Mountain,0.14701794875148103,0.2777254498615407,0.08908622391132764,0.1720869508287455,0.3987655219950736
